layer,neuron,specialization_ratio,virtue_activation,neutral_activation,difference,effect_size,t_statistic,virtue_std,neutral_std
10,679,4.3435821533203125,0.8745735883712769,0.2013484686613083,0.6732251197099686,1.8438175916671753,9.02536678314209,0.35846444964408875,0.3716674745082855
10,455,4.85903787612915,-0.7741922736167908,0.1593303680419922,-0.933522641658783,1.7618156671524048,8.746528625488281,0.3819485008716583,0.6446913480758667
10,249,1.4120203256607056,0.4299072325229645,-0.3044624924659729,0.7343697249889374,1.7354204654693604,8.575150489807129,0.3453322947025299,0.4887569844722748
10,627,7.322155952453613,-0.9498564004898071,-0.12972359359264374,-0.8201328068971634,1.7051447629928589,8.352951049804688,0.4661928117275238,0.49531713128089905
10,308,1.4587879180908203,-0.4730965197086334,0.32430794835090637,-0.7974044680595398,1.6500585079193115,8.104110717773438,0.4473562240600586,0.5166716575622559
10,635,1.1441329717636108,-0.36468619108200073,0.31874457001686096,-0.6834307610988617,1.6370123624801636,8.081602096557617,0.3478548228740692,0.47706103324890137
10,374,1.4595462083816528,-3.0327181816101074,-2.077850103378296,-0.9548680782318115,1.6252145767211914,8.063961029052734,0.4303855895996094,0.7107458114624023
10,246,0.12867967784404755,-0.10855484753847122,-0.8436052203178406,0.7350503727793694,1.6130328178405762,7.910312652587891,0.4334810674190521,0.47687453031539917
10,650,2.4547207355499268,1.0294299125671387,0.4193674325942993,0.6100624799728394,1.6079131364822388,7.926957130432129,0.32589325308799744,0.4262644946575165
11,762,9.063413619995117,8.083422660827637,0.8918739557266235,7.191548705101013,2.9208595752716064,14.136385917663574,2.8390610218048096,2.0159225463867188
11,115,1.8945711851119995,-0.5278671979904175,0.2786209285259247,-0.8064881265163422,1.760953426361084,8.686026573181152,0.38892683386802673,0.5179134011268616
11,304,11.55402660369873,-0.9927436709403992,-0.08592187613248825,-0.9068217948079109,1.7323460578918457,8.449821472167969,0.5432502031326294,0.5029010772705078
11,127,0.8460689783096313,0.4208238422870636,-0.497387170791626,0.9182110130786896,1.720373511314392,8.508325576782227,0.42640432715415955,0.6228241324424744
11,124,6.278598785400391,-0.7284104824066162,-0.11601481586694717,-0.612395666539669,1.6718822717666626,8.161028861999512,0.37585029006004333,0.3564757704734802
11,540,730.1334838867188,0.8179879784584045,-0.0011203265748918056,0.8191083050332963,1.5521918535232544,7.610320568084717,0.5038714408874512,0.5505186319351196
11,435,0.09114652127027512,-0.06620801240205765,0.7263910174369812,-0.7925990298390388,1.4870023727416992,7.284133434295654,0.5168869495391846,0.548675000667572
11,514,11.316679954528809,-0.9292106628417969,-0.08210983127355576,-0.8471008315682411,1.4687731266021729,7.2332892417907715,0.5065333843231201,0.6392832398414612
11,209,7.7801737785339355,0.8327785730361938,0.10703855752944946,0.7257400155067444,1.458778738975525,7.216097831726074,0.395400732755661,0.581951379776001
11,758,1.6762964725494385,-0.5396980047225952,0.3219585716724396,-0.8616565763950348,1.4263328313827515,7.0770697593688965,0.44267621636390686,0.7307026982307434
